state,city,udid_loyal,udid_churned,total,perc_churn,index
MAHARASHTRA,ICHALKARANJI,314,24,338,7.1%,0.887573964
UTTAR PRADESH,BAHERI,144,11,155,7.1%,0.887096774
JHARKHAND,GIRIDIH,131,10,141,7.1%,0.886524823
UTTAR PRADESH,DADRI,4995,381,5376,7.1%,0.885881696
GUJARAT,THARAD,118,9,127,7.1%,0.885826772
KARNATAKA,KOLAR,486,37,523,7.1%,0.884321224
MADHYA PRADESH,GUNA,290,22,312,7.1%,0.881410256
KARNATAKA,HOSPET,567,43,610,7.0%,0.881147541
ASSAM,DHEKIAJULI (PT),132,10,142,7.0%,0.88028169
KARNATAKA,KRISHNARAJANAGARA,132,10,142,7.0%,0.88028169
MADHYA PRADESH,BADNAWAR,66,5,71,7.0%,0.88028169
MADHYA PRADESH,TARANA,66,5,71,7.0%,0.88028169
KARNATAKA,KARKAL,185,14,199,7.0%,0.879396985
MADHYA PRADESH,JAWAR,53,4,57,7.0%,0.877192982
MADHYA PRADESH,KHATEGAON,53,4,57,7.0%,0.877192982
MADHYA PRADESH,SIRONJ,53,4,57,7.0%,0.877192982
MAHARASHTRA,TULJAPUR,53,4,57,7.0%,0.877192982
KERALA,KUNNATHUNAD,756,57,813,7.0%,0.876383764
ANDHRA PRADESH,RAJAHMUNDRY,544,41,585,7.0%,0.876068376
TAMIL NADU,ULUNDURPETTAI,146,11,157,7.0%,0.875796178
ANDHRA PRADESH,NANDYAL,385,29,414,7.0%,0.875603865
UTTAR PRADESH,FIROZABAD,332,25,357,7.0%,0.87535014
RAJASTHAN,SIKAR,279,21,300,7.0%,0.875
UTTAR PRADESH,ETMADPUR,412,31,443,7.0%,0.874717833
KARNATAKA,KUDLIGI,226,17,243,7.0%,0.874485597
GUJARAT,HIMATNAGAR,173,13,186,7.0%,0.873655914
MAHARASHTRA,WALWA,120,9,129,7.0%,0.872093023
TELANGANA,IBRAHIMPATNAM,80,6,86,7.0%,0.872093023
WEST BENGAL,PURBASTHALI-I,80,6,86,7.0%,0.872093023
GUJARAT,BECHARAJI,40,3,43,7.0%,0.872093023
JHARKHAND,GARHWA,40,3,43,7.0%,0.872093023
TELANGANA,KALWAKURTHY,40,3,43,7.0%,0.872093023
WEST BENGAL,SAHID MATANGINI,40,3,43,7.0%,0.872093023
DELHI,PARLIAMENT STREET,147,11,158,7.0%,0.870253165
KERALA,MANNARKAD,361,27,388,7.0%,0.869845361
KARNATAKA,SAMPGAON,281,21,302,7.0%,0.869205298
KERALA,KARTHIKAPPALLY,241,18,259,6.9%,0.868725869
MAHARASHTRA,SHRIRAMPUR,67,5,72,6.9%,0.868055556
MAHARASHTRA,LATUR,550,41,591,6.9%,0.867174281
MAHARASHTRA,AKOLA,376,28,404,6.9%,0.866336634
RAJASTHAN,BEHROR,94,7,101,6.9%,0.866336634
KERALA,DEVIKULAM,121,9,130,6.9%,0.865384615
DELHI,PREET VIHAR,1627,121,1748,6.9%,0.8652746
ANDHRA PRADESH,TADPATRI,202,15,217,6.9%,0.8640553
UTTARAKHAND,ROORKEE,782,58,840,6.9%,0.863095238
TELANGANA,NALGONDA,216,16,232,6.9%,0.862068966
MAHARASHTRA,SINNAR,162,12,174,6.9%,0.862068966
TELANGANA,GADWAL,108,8,116,6.9%,0.862068966
MADHYA PRADESH,NASRULLAGANJ,54,4,58,6.9%,0.862068966
ANDHRA PRADESH,ATREYAPURAM,27,2,29,6.9%,0.862068966
ANDHRA PRADESH,KADIAM,27,2,29,6.9%,0.862068966
ANDHRA PRADESH,PEDDAVADUGUR,27,2,29,6.9%,0.862068966
ARUNACHAL PRADESH,SINGCHUNG,27,2,29,6.9%,0.862068966
BIHAR,KURHANI,27,2,29,6.9%,0.862068966
BIHAR,PHULWARIA,27,2,29,6.9%,0.862068966
HARYANA,LOHARU,27,2,29,6.9%,0.862068966
MADHYA PRADESH,JAITHARI,27,2,29,6.9%,0.862068966
PUNJAB,KAPURTHALA,27,2,29,6.9%,0.862068966
RAJASTHAN,SOJAT,27,2,29,6.9%,0.862068966
TELANGANA,DAMERACHERLA,27,2,29,6.9%,0.862068966
TELANGANA,NAWABPET,27,2,29,6.9%,0.862068966
WEST BENGAL,NANDIGRAM-II,27,2,29,6.9%,0.862068966
HARYANA,BHIWANI,122,9,131,6.9%,0.858778626
ANDHRA PRADESH,PENDURTHI,190,14,204,6.9%,0.857843137
DELHI,CHANAKYA PURI,190,14,204,6.9%,0.857843137
KERALA,KARUNAGAPPALLY,367,27,394,6.9%,0.856598985
HARYANA,BALLABGARH,1074,79,1153,6.9%,0.856461405
ANDHRA PRADESH,KANDUKUR,68,5,73,6.8%,0.856164384
JAMMU AND KASHMIR,BADGAM,572,42,614,6.8%,0.85504886
KARNATAKA,BANGALORE,390716,28684,419400,6.8%,0.854911779
UTTAR PRADESH,JALALPUR,109,8,117,6.8%,0.854700855
WEST BENGAL,DAKSHIN DINAJPUR,559,41,600,6.8%,0.854166667
GUJARAT,MORVI,779,57,836,6.8%,0.852272727
GUJARAT,SIDHPUR,82,6,88,6.8%,0.852272727
PUNJAB,MOGA,82,6,88,6.8%,0.852272727
MADHYA PRADESH,JAMAI,41,3,44,6.8%,0.852272727
MAHARASHTRA,ASHTI,41,3,44,6.8%,0.852272727
RAJASTHAN,BANSWARA,41,3,44,6.8%,0.852272727
RAJASTHAN,SUMERPUR,41,3,44,6.8%,0.852272727
WEST BENGAL,ILLAMBAZAR,41,3,44,6.8%,0.852272727
ANDHRA PRADESH,ADONI,219,16,235,6.8%,0.85106383
MADHYA PRADESH,DHAR,397,29,426,6.8%,0.850938967
KARNATAKA,GADAG,329,24,353,6.8%,0.849858357
HARYANA,REWARI,384,28,412,6.8%,0.849514563
RAJASTHAN,AMBER,96,7,103,6.8%,0.849514563
TAMIL NADU,GANGAVALLI,96,7,103,6.8%,0.849514563
WEST BENGAL,KANKSA,96,7,103,6.8%,0.849514563
KARNATAKA,LINGSUGUR,302,22,324,6.8%,0.848765432
UTTARAKHAND,BAJPUR,55,4,59,6.8%,0.847457627
ANDHRA PRADESH,TIRUPATI,454,33,487,6.8%,0.847022587
TAMIL NADU,WALLAJAH,372,27,399,6.8%,0.845864662
ANDHRA PRADESH,KAKINADA RURAL,138,10,148,6.8%,0.844594595
KARNATAKA,JAGALUR,138,10,148,6.8%,0.844594595
ANDHRA PRADESH,YELAMANCHILI,69,5,74,6.8%,0.844594595
MAHARASHTRA,AMBEGAON,69,5,74,6.8%,0.844594595
UTTAR PRADESH,MODINAGAR,497,36,533,6.8%,0.844277674
MAHARASHTRA,BHIWANDI,691,50,741,6.7%,0.843454791
PUNJAB,BATHINDA,166,12,178,6.7%,0.842696629
TAMIL NADU,PERUNDURAI,277,20,297,6.7%,0.841750842
MAHARASHTRA,NANDED,388,28,416,6.7%,0.841346154
ANDHRA PRADESH,HINDUPUR,194,14,208,6.7%,0.841346154
TRIPURA,AGARTALA,97,7,104,6.7%,0.841346154
DELHI,SEELAM PUR,2052,148,2200,6.7%,0.840909091
JAMMU AND KASHMIR,SOPORE,111,8,119,6.7%,0.840336134
GUJARAT,DHRANGADHRA,125,9,134,6.7%,0.839552239
TAMIL NADU,THIRUMANGALAM,125,9,134,6.7%,0.839552239
GUJARAT,MEHSANA,362,26,388,6.7%,0.837628866
KARNATAKA,RAYBAG,223,16,239,6.7%,0.836820084
TAMIL NADU,SHOLLINGALANUR,4060,290,4350,6.7%,0.833333333
UTTARAKHAND,VIKASNAGAR,476,34,510,6.7%,0.833333333
KERALA,VAIKOM,168,12,180,6.7%,0.833333333
MADHYA PRADESH,SAUSAR,98,7,105,6.7%,0.833333333
CHHATTISGARH,TAMNAR,84,6,90,6.7%,0.833333333
UTTAR PRADESH,PHARENDA,84,6,90,6.7%,0.833333333
BIHAR,BODH GAYA,70,5,75,6.7%,0.833333333
CHHATTISGARH,AKALTARA,70,5,75,6.7%,0.833333333
GUJARAT,PALITANA,70,5,75,6.7%,0.833333333
RAJASTHAN,SRI MADHOPUR,70,5,75,6.7%,0.833333333
WEST BENGAL,RATUA-I,70,5,75,6.7%,0.833333333
BIHAR,BARHARIA,56,4,60,6.7%,0.833333333
GUJARAT,SAVLI,56,4,60,6.7%,0.833333333
MADHYA PRADESH,DEOSAR,56,4,60,6.7%,0.833333333
ANDHRA PRADESH,BUKKARAYA SAMUDRAM,42,3,45,6.7%,0.833333333
BIHAR,BARAUNI,42,3,45,6.7%,0.833333333
JHARKHAND,PAKUR,42,3,45,6.7%,0.833333333
KARNATAKA,HOSANAGARA,42,3,45,6.7%,0.833333333
MADHYA PRADESH,THIKRI,42,3,45,6.7%,0.833333333
MAHARASHTRA,AKOT,42,3,45,6.7%,0.833333333
MAHARASHTRA,KATOL,42,3,45,6.7%,0.833333333
TELANGANA,MAKTHAL,42,3,45,6.7%,0.833333333
WEST BENGAL,MOHANPUR,42,3,45,6.7%,0.833333333
WEST BENGAL,RAMNAGAR-II,42,3,45,6.7%,0.833333333
ANDHRA PRADESH,ETCHERLA,28,2,30,6.7%,0.833333333
ANDHRA PRADESH,MUMMIDIVARAM,28,2,30,6.7%,0.833333333
MADHYA PRADESH,PRITHVIPUR,28,2,30,6.7%,0.833333333
MAHARASHTRA,BRAHMAPURI,28,2,30,6.7%,0.833333333
MAHARASHTRA,NANDURA,28,2,30,6.7%,0.833333333
TELANGANA,VARNI,28,2,30,6.7%,0.833333333
UTTAR PRADESH,JALALABAD,28,2,30,6.7%,0.833333333
WEST BENGAL,NALHATI-II,28,2,30,6.7%,0.833333333
ANDHRA PRADESH,ALLUR,14,1,15,6.7%,0.833333333
ANDHRA PRADESH,AMARAPURAM,14,1,15,6.7%,0.833333333
ANDHRA PRADESH,ATCHAMPET,14,1,15,6.7%,0.833333333
ANDHRA PRADESH,CHATRAI,14,1,15,6.7%,0.833333333
ANDHRA PRADESH,KOLLIPARA,14,1,15,6.7%,0.833333333
ANDHRA PRADESH,PEDACHERLO PALLE,14,1,15,6.7%,0.833333333
ANDHRA PRADESH,PULICHERLA,14,1,15,6.7%,0.833333333
ANDHRA PRADESH,SANTHIPURAM,14,1,15,6.7%,0.833333333
ASSAM,DONKA,14,1,15,6.7%,0.833333333
BIHAR,BOCHAHA,14,1,15,6.7%,0.833333333
BIHAR,DHARHARA,14,1,15,6.7%,0.833333333
BIHAR,DIGHALBANK,14,1,15,6.7%,0.833333333
BIHAR,MOHIUDDINAGAR,14,1,15,6.7%,0.833333333
MADHYA PRADESH,BABAI,14,1,15,6.7%,0.833333333
MADHYA PRADESH,KHANIYADHANA,14,1,15,6.7%,0.833333333
MADHYA PRADESH,SHADHORA,14,1,15,6.7%,0.833333333
MADHYA PRADESH,SHAHAGARH,14,1,15,6.7%,0.833333333
MAHARASHTRA,PATUR,14,1,15,6.7%,0.833333333
RAJASTHAN,RAILMAGRA,14,1,15,6.7%,0.833333333
TELANGANA,KOTGIRI,14,1,15,6.7%,0.833333333
TELANGANA,TALLADA,14,1,15,6.7%,0.833333333
TELANGANA,TEKULAPALLE,14,1,15,6.7%,0.833333333
UTTARAKHAND,GARUD (PURARA),14,1,15,6.7%,0.833333333
WEST BENGAL,SARENGA,14,1,15,6.7%,0.833333333
UTTAR PRADESH,MORADABAD,1305,93,1398,6.7%,0.831545064
KERALA,PONNANI,407,29,436,6.7%,0.831422018
TAMIL NADU,PALAYAMKOTTAI,393,28,421,6.7%,0.831353919
TAMIL NADU,ALANDUR,576,41,617,6.6%,0.830632091
UTTARAKHAND,HALDWANI,534,38,572,6.6%,0.83041958
TAMIL NADU,TIRUVANNAMALAI,506,36,542,6.6%,0.830258303
PUNJAB,PATIALA,225,16,241,6.6%,0.829875519
ANDHRA PRADESH,CHILAKALURIPET H.O PURUSHOTHAPATNAM,141,10,151,6.6%,0.82781457
ASSAM,BIJNI (PT),99,7,106,6.6%,0.825471698
MAHARASHTRA,RAHTA,99,7,106,6.6%,0.825471698
KARNATAKA,PAVAGADA,170,12,182,6.6%,0.824175824
ANDHRA PRADESH,KOVVUR,85,6,91,6.6%,0.824175824
TELANGANA,SADASIVPET,85,6,91,6.6%,0.824175824
KARNATAKA,BADAMI,241,17,258,6.6%,0.823643411
KARNATAKA,GAURIBIDANUR,241,17,258,6.6%,0.823643411
TAMIL NADU,MADURANTHAKAM,156,11,167,6.6%,0.823353293
TELANGANA,KOTHAGUDEM,156,11,167,6.6%,0.823353293
KERALA,MUKUNDAPURAM,866,61,927,6.6%,0.822545847
MAHARASHTRA,MALKAPUR,71,5,76,6.6%,0.822368421
UTTAR PRADESH,MATHURA,980,69,1049,6.6%,0.82221163
TAMIL NADU,VIRUDHUNAGAR,199,14,213,6.6%,0.821596244
KARNATAKA,MYSORE,3573,251,3824,6.6%,0.820475941
GUJARAT,NADIAD,171,12,183,6.6%,0.819672131
GUJARAT,VADGAM,114,8,122,6.6%,0.819672131
KARNATAKA,HIREKERUR,114,8,122,6.6%,0.819672131
PUNJAB,SANGRUR,57,4,61,6.6%,0.819672131
UTTAR PRADESH,SAIDPUR,57,4,61,6.6%,0.819672131
WEST BENGAL,NALHATI-I,57,4,61,6.6%,0.819672131
KARNATAKA,BHALKI,157,11,168,6.5%,0.818452381
TAMIL NADU,PARAMAKUDI,100,7,107,6.5%,0.817757009
TELANGANA,SIRCILLA,100,7,107,6.5%,0.817757009
ASSAM,DHUBRI (PT),143,10,153,6.5%,0.816993464
KARNATAKA,KOLLEGAL,272,19,291,6.5%,0.816151203
TELANGANA,KARIMNAGAR,616,43,659,6.5%,0.815629742
TAMIL NADU,PONNERI,559,39,598,6.5%,0.815217391
ANDHRA PRADESH,KAKINADA,301,21,322,6.5%,0.815217391
MAHARASHTRA,ALIBAG,86,6,92,6.5%,0.815217391
CHHATTISGARH,DANTEWADA,43,3,46,6.5%,0.815217391
GUJARAT,DANTIWADA,43,3,46,6.5%,0.815217391
HARYANA,HANSI,43,3,46,6.5%,0.815217391
MAHARASHTRA,AMALNER,43,3,46,6.5%,0.815217391
TAMIL NADU,KAMUTHI,43,3,46,6.5%,0.815217391
TELANGANA,YELLANDU,43,3,46,6.5%,0.815217391
UTTAR PRADESH,ETAH,273,19,292,6.5%,0.813356164
UTTAR PRADESH,BULANDSHAHR,460,32,492,6.5%,0.81300813
KARNATAKA,KANAKAPURA,331,23,354,6.5%,0.812146893
WEST BENGAL,KALIACHAK-III,144,10,154,6.5%,0.811688312
ANDHRA PRADESH,KALYANDURG,72,5,77,6.5%,0.811688312
UTTAR PRADESH,AONLA,72,5,77,6.5%,0.811688312
KARNATAKA,CHALLAKERE,317,22,339,6.5%,0.81120944
WEST BENGAL,TAMLUK,101,7,108,6.5%,0.810185185
WEST BENGAL,KOLKATA,58124,4026,62150,6.5%,0.809734513
MADHYA PRADESH,GOGAON,130,9,139,6.5%,0.809352518
TELANGANA,ADILABAD,130,9,139,6.5%,0.809352518
TAMIL NADU,TAMBARAM,710,49,759,6.5%,0.806982872
UTTAR PRADESH,NIZAMABAD,145,10,155,6.5%,0.806451613
BIHAR,SASARAM,116,8,124,6.5%,0.806451613
MAHARASHTRA,DAHANU,87,6,93,6.5%,0.806451613
ANDHRA PRADESH,PONNUR,58,4,62,6.5%,0.806451613
ASSAM,NORTH LAKHIMPUR,58,4,62,6.5%,0.806451613
KARNATAKA,KOPPA,58,4,62,6.5%,0.806451613
PUNJAB,JALALABAD,58,4,62,6.5%,0.806451613
TELANGANA,KORATLA,58,4,62,6.5%,0.806451613
ANDHRA PRADESH,RAMABHADRAPURAM,29,2,31,6.5%,0.806451613
ASSAM,NAHARKATIYA,29,2,31,6.5%,0.806451613
BIHAR,CHAKIA (PIPRA),29,2,31,6.5%,0.806451613
BIHAR,HUSSAINGANJ,29,2,31,6.5%,0.806451613
CHHATTISGARH,DONDI,29,2,31,6.5%,0.806451613
CHHATTISGARH,DONGARGAON,29,2,31,6.5%,0.806451613
GUJARAT,LATHI,29,2,31,6.5%,0.806451613
HARYANA,HATHIN,29,2,31,6.5%,0.806451613
JAMMU AND KASHMIR,SURANKOTI,29,2,31,6.5%,0.806451613
MADHYA PRADESH,MEHGAON,29,2,31,6.5%,0.806451613
MADHYA PRADESH,THANDLA,29,2,31,6.5%,0.806451613
MAHARASHTRA,PAROLA,29,2,31,6.5%,0.806451613
WEST BENGAL,MURARAI-II,29,2,31,6.5%,0.806451613
TELANGANA,BALANAGAR,4627,319,4946,6.4%,0.806207036
KARNATAKA,BHADRAVATI,247,17,264,6.4%,0.804924242
KARNATAKA,RAMANAGARAM,436,30,466,6.4%,0.80472103
KERALA,CHENGANNUR,160,11,171,6.4%,0.804093567
KARNATAKA,RON,131,9,140,6.4%,0.803571429
TELANGANA,MALKAJGIRI,1908,131,2039,6.4%,0.80308975
MAHARASHTRA,AHMADNAGAR,539,37,576,6.4%,0.802951389
MAHARASHTRA,BHUSAWAL,102,7,109,6.4%,0.802752294
TAMIL NADU,THOOTHUKUDI,481,33,514,6.4%,0.802529183
UTTARAKHAND,DEHRADUN,4829,331,5160,6.4%,0.801841085
JAMMU AND KASHMIR,SAMBA,292,20,312,6.4%,0.801282051
HARYANA,BARARA,73,5,78,6.4%,0.801282051
RAJASTHAN,RAJGARH,73,5,78,6.4%,0.801282051
TELANGANA,BURGAMPAHAD,73,5,78,6.4%,0.801282051
KERALA,HOSDURG,526,36,562,6.4%,0.800711744
JHARKHAND,GOLMURI-CUM-JUGSALAI,805,55,860,6.4%,0.799418605
ASSAM,TINSUKIA,205,14,219,6.4%,0.799086758
UTTAR PRADESH,HAPUR,396,27,423,6.4%,0.79787234
WEST BENGAL,DINHATA-I,88,6,94,6.4%,0.79787234
ASSAM,PALASBARI,44,3,47,6.4%,0.79787234
HARYANA,PATAUDI,44,3,47,6.4%,0.79787234
MADHYA PRADESH,MUNGAOLI,44,3,47,6.4%,0.79787234
MADHYA PRADESH,SARANGPUR,44,3,47,6.4%,0.79787234
MADHYA PRADESH,UDAIPURA,44,3,47,6.4%,0.79787234
PUNJAB,TARN-TARAN,44,3,47,6.4%,0.79787234
UTTAR PRADESH,SHOHRATGARH,44,3,47,6.4%,0.79787234
UTTAR PRADESH,MEERUT,4181,285,4466,6.4%,0.797693686
TAMIL NADU,PALLADAM,294,20,314,6.4%,0.796178344
KARNATAKA,DAVANGERE,1132,77,1209,6.4%,0.79611249
MADHYA PRADESH,BADNAGAR,103,7,110,6.4%,0.795454545
GUJARAT,KAMREJ,383,26,409,6.4%,0.794621027
TAMIL NADU,AVADI,1650,112,1762,6.4%,0.794551646
MAHARASHTRA,MUMBAI (SUBURBAN),148998,10108,159106,6.4%,0.794124672
PUNJAB,KHARAR,118,8,126,6.3%,0.793650794
ANDHRA PRADESH,PIDUGURALLA,59,4,63,6.3%,0.793650794
CHHATTISGARH,BAIKUNTHPUR,59,4,63,6.3%,0.793650794
GUJARAT,TALAJA,59,4,63,6.3%,0.793650794
JAMMU AND KASHMIR,DOORU,59,4,63,6.3%,0.793650794
UTTAR PRADESH,GUNNAUR,59,4,63,6.3%,0.793650794
TAMIL NADU,OMALUR,296,20,316,6.3%,0.791139241
TAMIL NADU,VILAVANCODE,222,15,237,6.3%,0.791139241
HIMACHAL PRADESH,CHAMBA,74,5,79,6.3%,0.791139241
ANDHRA PRADESH,PRODDATUR,252,17,269,6.3%,0.789962825
MAHARASHTRA,PARBHANI,178,12,190,6.3%,0.789473684
KARNATAKA,NANJANGUD,312,21,333,6.3%,0.788288288
WEST BENGAL,KOLAGHAT,104,7,111,6.3%,0.788288288
MAHARASHTRA,VASAI,7068,475,7543,6.3%,0.787153652
KARNATAKA,KUNDAPURA,417,28,445,6.3%,0.786516854
ANDHRA PRADESH,BHIMAVARAM,149,10,159,6.3%,0.786163522
UTTAR PRADESH,MANKAPUR,149,10,159,6.3%,0.786163522
TAMIL NADU,UDAYARPALAYAM,179,12,191,6.3%,0.785340314
ASSAM,DIBRUGARH WEST,194,13,207,6.3%,0.785024155
BIHAR,PHULWARI,209,14,223,6.3%,0.784753363
TAMIL NADU,POLLACHI,493,33,526,6.3%,0.784220532
KERALA,OTTAPALAM,1451,97,1548,6.3%,0.783268734
BIHAR,PATNA,24588,1642,26230,6.3%,0.782500953
ANDHRA PRADESH,NELLORE,930,62,992,6.3%,0.78125
KARNATAKA,SHORAPUR,210,14,224,6.3%,0.78125
MADHYA PRADESH,SEONI,165,11,176,6.3%,0.78125
UTTAR PRADESH,TUNDLA,135,9,144,6.3%,0.78125
TELANGANA,KAMAREDDY,105,7,112,6.3%,0.78125
ANDHRA PRADESH,GOOTY,75,5,80,6.3%,0.78125
UTTAR PRADESH,PURANPUR,75,5,80,6.3%,0.78125
WEST BENGAL,MANIKCHAK,75,5,80,6.3%,0.78125
MADHYA PRADESH,AMLA,60,4,64,6.3%,0.78125
MAHARASHTRA,MOHOL,60,4,64,6.3%,0.78125
ANDHRA PRADESH,SOMPETA,45,3,48,6.3%,0.78125
ASSAM,HAILAKANDI,45,3,48,6.3%,0.78125
CHHATTISGARH,SIMGA,45,3,48,6.3%,0.78125
HARYANA,GHARAUNDA,45,3,48,6.3%,0.78125
JHARKHAND,DUMKA,45,3,48,6.3%,0.78125
MADHYA PRADESH,LAHAR,45,3,48,6.3%,0.78125
WEST BENGAL,CHANCHAL-I,45,3,48,6.3%,0.78125
WEST BENGAL,JAYPUR,45,3,48,6.3%,0.78125
ANDHRA PRADESH,ATTILI,30,2,32,6.3%,0.78125
ANDHRA PRADESH,PANYAM,30,2,32,6.3%,0.78125
ANDHRA PRADESH,PUTHALAPATTU,30,2,32,6.3%,0.78125
ANDHRA PRADESH,YERPEDU,30,2,32,6.3%,0.78125
JHARKHAND,KATAMDAG,30,2,32,6.3%,0.78125
MAHARASHTRA,PARSEONI,30,2,32,6.3%,0.78125
RAJASTHAN,NOKHA,30,2,32,6.3%,0.78125
TAMIL NADU,MUDUKULATHUR,30,2,32,6.3%,0.78125
ANDHRA PRADESH,BELUGUPPA,15,1,16,6.3%,0.78125
ANDHRA PRADESH,DONAKONDA,15,1,16,6.3%,0.78125
ANDHRA PRADESH,KANCHILI,15,1,16,6.3%,0.78125
ANDHRA PRADESH,KOTHACHERUVU,15,1,16,6.3%,0.78125
ANDHRA PRADESH,MUSUNURU,15,1,16,6.3%,0.78125
ANDHRA PRADESH,NATHAVARAM,15,1,16,6.3%,0.78125
ANDHRA PRADESH,PICHATUR,15,1,16,6.3%,0.78125
ANDHRA PRADESH,THONDUR,15,1,16,6.3%,0.78125
ANDHRA PRADESH,TUGGALI,15,1,16,6.3%,0.78125
ASSAM,BHOWRAGURI,15,1,16,6.3%,0.78125
ASSAM,MAJULI,15,1,16,6.3%,0.78125
BIHAR,ASTHAWAN,15,1,16,6.3%,0.78125
BIHAR,CHANDI,15,1,16,6.3%,0.78125
BIHAR,HARLAKHI,15,1,16,6.3%,0.78125
BIHAR,RAJAULI,15,1,16,6.3%,0.78125
BIHAR,SURSAND,15,1,16,6.3%,0.78125
GUJARAT,KHAMBHA,15,1,16,6.3%,0.78125
HARYANA,JULANA,15,1,16,6.3%,0.78125
HIMACHAL PRADESH,BHATTIYAT,15,1,16,6.3%,0.78125
HIMACHAL PRADESH,PACHHAD,15,1,16,6.3%,0.78125
JAMMU AND KASHMIR,KOKERNAG,15,1,16,6.3%,0.78125
JAMMU AND KASHMIR,THANAMANDI,15,1,16,6.3%,0.78125
JHARKHAND,CHATRA,15,1,16,6.3%,0.78125
JHARKHAND,LOHARDAGA,15,1,16,6.3%,0.78125
MADHYA PRADESH,GANDHWANI,15,1,16,6.3%,0.78125
MADHYA PRADESH,PANSEMAL,15,1,16,6.3%,0.78125
MADHYA PRADESH,REHATGAON,15,1,16,6.3%,0.78125
MAHARASHTRA,PHULAMBRI,15,1,16,6.3%,0.78125
MANIPUR,CHURACHANDPUR,15,1,16,6.3%,0.78125
MANIPUR,SENAPATI,15,1,16,6.3%,0.78125
ODISHA,BARANG,15,1,16,6.3%,0.78125
RAJASTHAN,MAVLI,15,1,16,6.3%,0.78125
TELANGANA,CHANDURTHI,15,1,16,6.3%,0.78125
TELANGANA,JAGDEVPUR,15,1,16,6.3%,0.78125
TELANGANA,MUDIGONDA,15,1,16,6.3%,0.78125
TELANGANA,NANGNOOR,15,1,16,6.3%,0.78125
TELANGANA,RAGHUNATHPALLE,15,1,16,6.3%,0.78125
TELANGANA,SHANKARAPATNAM,15,1,16,6.3%,0.78125
UTTARAKHAND,DIDIHAT,15,1,16,6.3%,0.78125
WEST BENGAL,RAJNAGAR,15,1,16,6.3%,0.78125
MADHYA PRADESH,REWA,736,49,785,6.2%,0.780254777
JHARKHAND,DHANBAD,691,46,737,6.2%,0.780189959
GUJARAT,CHORASI,19495,1297,20792,6.2%,0.779747018
KERALA,KOTTARAKKARA,453,30,483,6.2%,0.776397516
TELANGANA,JADCHERLA,136,9,145,6.2%,0.775862069
TELANGANA,RAMACHANDRAPURAM,257,17,274,6.2%,0.775547445
GUJARAT,UNJHA,91,6,97,6.2%,0.773195876
KARNATAKA,CHIKODI,349,23,372,6.2%,0.772849462
UTTAR PRADESH,KHATAULI,167,11,178,6.2%,0.77247191
ANDHRA PRADESH,PARAVADA,152,10,162,6.2%,0.771604938
PUNJAB,FARIDKOT,76,5,81,6.2%,0.771604938
UTTAR PRADESH,JASRANA,76,5,81,6.2%,0.771604938
GUJARAT,JAMNAGAR,624,41,665,6.2%,0.770676692
HARYANA,KALKAJI,198,13,211,6.2%,0.77014218
KERALA,THALASSERY,1387,91,1478,6.2%,0.76962111
TAMIL NADU,VEDARANYAM,61,4,65,6.2%,0.769230769
KERALA,ADOOR,229,15,244,6.1%,0.768442623
KERALA,QUILANDY,611,40,651,6.1%,0.768049155
TAMIL NADU,MUSIRI,107,7,114,6.1%,0.76754386
KARNATAKA,BELLARY,1315,86,1401,6.1%,0.767309065
KARNATAKA,BIDAR,490,32,522,6.1%,0.766283525
KERALA,KASARAGOD,1073,70,1143,6.1%,0.765529309
TELANGANA,SHAMSHABAD,138,9,147,6.1%,0.765306122
UTTAR PRADESH,TAMKUHIRAJ,138,9,147,6.1%,0.765306122
WEST BENGAL,SUTAHATA,138,9,147,6.1%,0.765306122
JAMMU AND KASHMIR,RAMBAN,46,3,49,6.1%,0.765306122
TELANGANA,HUZURABAD,46,3,49,6.1%,0.765306122
WEST BENGAL,KETUGRAM-I,46,3,49,6.1%,0.765306122
TAMIL NADU,METTUR,307,20,327,6.1%,0.764525994
ASSAM,BARNAGAR (PT),169,11,180,6.1%,0.763888889
KARNATAKA,MANDYA,461,30,491,6.1%,0.763747454
JAMMU AND KASHMIR,AKHNOOR,123,8,131,6.1%,0.763358779
WEST BENGAL,PANSKURA-I,123,8,131,6.1%,0.763358779
TAMIL NADU,THIRUVERUMBUR,1370,89,1459,6.1%,0.762508568
MAHARASHTRA,KHATAV,77,5,82,6.1%,0.762195122
UTTAR PRADESH,KARHAL,77,5,82,6.1%,0.762195122
MAHARASHTRA,MUMBAI,15727,1019,16746,6.1%,0.760629404
BIHAR,HAJIPUR,139,9,148,6.1%,0.760135135
KARNATAKA,HOMNABAD,186,12,198,6.1%,0.757575758
UTTAR PRADESH,COLONELGANJ,93,6,99,6.1%,0.757575758
UTTAR PRADESH,GAURIGANJ,62,4,66,6.1%,0.757575758
UTTAR PRADESH,MEHNAGAR,62,4,66,6.1%,0.757575758
ANDHRA PRADESH,SAKHINETIPALLE,31,2,33,6.1%,0.757575758
BIHAR,BIDUPUR,31,2,33,6.1%,0.757575758
GUJARAT,BHILODA,31,2,33,6.1%,0.757575758
MADHYA PRADESH,CHACHAURA,31,2,33,6.1%,0.757575758
MADHYA PRADESH,GARHAKOTA,31,2,33,6.1%,0.757575758
MAHARASHTRA,BHUM,31,2,33,6.1%,0.757575758
